56f40d5b-fdcc-412d-b02a-5cd992c50c54	{"status":{"name":"Checked out"},"holdingsRecordId":"591fcf40-0df6-4f01-9975-3daebd21ed94","barcode":240941073,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"v.54-68 (2003-2017)","pieceIdentifiers":[],"id":"56f40d5b-fdcc-412d-b02a-5cd992c50c54"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
4b37be9d-26ab-4c1f-951b-a694cd448d96	{"status":{"name":"Checked out"},"holdingsRecordId":"eaf53fc8-192a-4b5f-80d4-e0d69f946697","barcode":9705032375,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"v.1-53 (1950-2002)","pieceIdentifiers":[],"id":"4b37be9d-26ab-4c1f-951b-a694cd448d96"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
a95f963e-6720-4371-a0dc-e8d628f66aa9	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":4268642947,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.1:grp.1:abt.1:v.1-6","pieceIdentifiers":[],"id":"a95f963e-6720-4371-a0dc-e8d628f66aa9"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
cfa34423-2130-4777-a067-6b47115699ba	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":6057789099,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.1:grp.1:abt.2:v.1-2","pieceIdentifiers":[],"id":"cfa34423-2130-4777-a067-6b47115699ba"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
422d7c88-6433-4f5f-bf4c-8dcf4390a1d5	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":6745461830,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.1:grp.2:v.1-2","pieceIdentifiers":[],"id":"422d7c88-6433-4f5f-bf4c-8dcf4390a1d5"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
50c936e0-1c5d-40c1-82e2-a0e11ebdca35	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":3374733628,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.1:grp.3","pieceIdentifiers":[],"id":"50c936e0-1c5d-40c1-82e2-a0e11ebdca35"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
b3cc43c4-49ab-4a67-a9e3-810c8dd3b898	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":6625860926,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.1:grp.4:v.1-4","pieceIdentifiers":[],"id":"b3cc43c4-49ab-4a67-a9e3-810c8dd3b898"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
17397f5c-8578-45ec-b6ec-e44fa2fcda37	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":8597356616,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.2:grp.5:v.1-20","pieceIdentifiers":[],"id":"17397f5c-8578-45ec-b6ec-e44fa2fcda37"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
973a2660-d8fd-4176-8047-af65148d343c	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":4689186525,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.2:grp.6:v.1-2","pieceIdentifiers":[],"id":"973a2660-d8fd-4176-8047-af65148d343c"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
3b75e993-6009-4796-899a-5ba4cc8f1299	{"status":{"name":"Available"},"holdingsRecordId":"36caa1fd-65c4-4c09-8756-4a46c6196555","barcode":2989482073,"materialTypeId":"1a54b431-2e4f-452d-9cae-9cee66c9a892","temporaryLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","permanentLoanTypeId":"2b94c631-fca9-4892-a730-03ee529ffe27","notes":[],"enumeration":"ser.2:grp.7:v.1-4","pieceIdentifiers":[],"id":"3b75e993-6009-4796-899a-5ba4cc8f1299"}	2b94c631-fca9-4892-a730-03ee529ffe27	2b94c631-fca9-4892-a730-03ee529ffe27	1a54b431-2e4f-452d-9cae-9cee66c9a892
