7b81e01d-3e70-4d08-a770-cc61d06c19c1	{"status":{"name":"Checked out"},"title":"Defensive law for libraries and museums : risky business-how to protect your institution from lawsuits ","instanceId":"f99f9b4d-f6db-45e9-be2d-d762cdbd9bad","barcode":4042877920,"materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"7b81e01d-3e70-4d08-a770-cc61d06c19c1"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
25782f8d-bd1b-48ea-8eb7-d44b6998110e	{"status":{"name":"Available"},"title":"Taming the paper tiger paper management tips for librarians ","instanceId":"31cb8158-fb55-498c-9865-0275b12ffd44","barcode":676607569,"materialTypeId":"40a5d7e6-4384-4b60-b04b-435b33811cc3","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"25782f8d-bd1b-48ea-8eb7-d44b6998110e"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
b86b5ddb-b025-4a12-b167-55e589a41671	{"status":{"name":"Available"},"title":"J'ai vu les mornes d'Haiti.","instanceId":"834b9ced-c581-4ac8-9b6b-95d286db04bb","barcode":3596674174,"materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"b86b5ddb-b025-4a12-b167-55e589a41671"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
82ac53b9-8d44-40ac-abc9-37ef64a68e1a	{"status":{"name":"Available"},"title":"Historias en contravâia ","instanceId":"5cf54e32-481a-419a-a856-969b355089e6","barcode":"9586144712","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"82ac53b9-8d44-40ac-abc9-37ef64a68e1a"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
b36a0db8-0506-4974-b79c-6d4195357f36	{"status":{"name":"Available"},"title":"Concerto grosso no. 6 Symphony no. 8 ","instanceId":"bcf804be-1e5b-425f-bbd8-c96160e896da","barcode":1390654135,"materialTypeId":"772b6933-4a52-46ce-948f-3d61cabad9eb","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"b36a0db8-0506-4974-b79c-6d4195357f36"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
5efc8212-264a-4d66-a89e-05231c26f96b	{"status":{"name":"Available"},"title":"The Doomsday Marshal and the mountain man ","instanceId":"0e5894a0-2f14-4c09-8dea-586f6eea5a1e","barcode":"0786206977","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"5efc8212-264a-4d66-a89e-05231c26f96b"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
3b7e6958-f4be-444c-805b-f2fd974335a5	{"status":{"name":"Available"},"title":"No mercy ","instanceId":"ea7de362-8bdc-4dbe-9ff9-fa1323ebacd8","barcode":"0786207043","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"3b7e6958-f4be-444c-805b-f2fd974335a5"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
0b995d93-31e8-45fc-9468-db2bed173594	{"status":{"name":"Available"},"title":"The butterfly tattoo ","instanceId":"2960bc7b-fcdf-458f-a2ca-2f7c023aa694","barcode":"078620723X","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"0b995d93-31e8-45fc-9468-db2bed173594"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
425612d1-46b7-41aa-81ac-41a044555759	{"status":{"name":"Available"},"title":"The outlaw of Longbow ","instanceId":"cd690695-b737-47a1-bd4e-73d4dc2ab0a4","barcode":"0786207159","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"425612d1-46b7-41aa-81ac-41a044555759"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
4e31b798-ab90-4b47-a9a9-600ba2f6ea60	{"status":{"name":"Available"},"title":"Remember me, Irene : an Irene Kelly mystery ","instanceId":"c29ca197-41f8-4010-a47c-9209af296a10","barcode":"0786207868","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"4e31b798-ab90-4b47-a9a9-600ba2f6ea60"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
e3521613-f552-4888-a3d1-8e5a7681b56f	{"status":{"name":"Available"},"title":"Powder river : a Jeston Nash adventure ","instanceId":"1a31e9a5-1cd8-439e-9994-0c4c38dfe040","barcode":"0786207949","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"e3521613-f552-4888-a3d1-8e5a7681b56f"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
62083dd6-f6c5-493c-9b5b-e4fefec0b96a	{"status":{"name":"Available"},"title":"The pumpkin rollers ","instanceId":"cfc17ea8-f38b-4765-8b03-138a9be1aaf2","barcode":"0786207930","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"62083dd6-f6c5-493c-9b5b-e4fefec0b96a"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
f7ec5b85-4a86-48e6-b2d1-173d626f0f0e	{"status":{"name":"Available"},"title":"Pieces of justice ","instanceId":"6e0117af-3633-407e-aa32-4a4b2d40886a","barcode":"0786208007","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"f7ec5b85-4a86-48e6-b2d1-173d626f0f0e"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
a4388ef6-af6a-416e-9d97-c095266e47c7	{"status":{"name":"Available"},"title":"Final jeopardy ","instanceId":"d48c29ef-9458-4554-9353-01b2d7adf1ab","barcode":"0786208155","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"a4388ef6-af6a-416e-9d97-c095266e47c7"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
8a653f95-40e4-4a41-ab32-cc3b4e3ffce3	{"status":{"name":"Available"},"title":"Bucking the sun : a novel ","instanceId":"e955167c-03ba-4f64-a814-aa9d195a0728","barcode":"0786208147","materialTypeId":"19e7caf1-e846-41cb-bf3e-11293720544e","temporaryLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","permanentLoanTypeId":"8089b526-d2d4-441b-bcf2-f0c61b909a87","location":{"name":"Main Library"},"id":"8a653f95-40e4-4a41-ab32-cc3b4e3ffce3"}	8089b526-d2d4-441b-bcf2-f0c61b909a87	8089b526-d2d4-441b-bcf2-f0c61b909a87
