3005e15b-fcd5-4815-9140-62ab6c47b9ee	{"id":"3005e15b-fcd5-4815-9140-62ab6c47b9ee","userId":"621bb71b-ee1a-41f5-80d5-86f502ced81d","permissions":["circulation.all","circulation-storage.all","configuration.all","inventory.all","inventory-storage.all","login.all","module.checkin.enabled","module.checkout.enabled","module.developer.enabled","module.items.enabled","module.organization.enabled","module.requests.enabled","module.scan.enabled","module.users.enabled","module.instances.enabled","notes.all","notify.all","okapi.all","perms.all","settings.addresstypes.all","settings.checkout.enabled","settings.developer.enabled","settings.enabled","settings.items.enabled","settings.loan-policies.all","settings.loan-types.all","settings.material-types.all","settings.organization.enabled","settings.usergroups.all","settings.users.enabled","ui-checkin.all","ui-checkout.all","ui-items.all","ui-items.settings.loan-types","ui-items.settings.material-types","ui-organization.settings.key-bindings","ui-organization.settings.locale","ui-organization.settings.plugins","ui-organization.settings.sso","ui-users.settings.addresstypes","ui-users.settings.permsets","ui-users.settings.usergroups","users.all","users-bl.all"]}
16c256b0-4adc-498f-9b13-73c846ce1956	{"id":"16c256b0-4adc-498f-9b13-73c846ce1956","userId":"49485446-922d-4a99-82c1-d3d89e634441","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
08df2df3-0730-4cea-8010-2c0a1fa7383e	{"id":"08df2df3-0730-4cea-8010-2c0a1fa7383e","userId":"9f8c722b-34df-4e41-a33e-703a402e1e9e","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
41f8b014-fd4e-43fa-be31-95cf0841a255	{"id":"41f8b014-fd4e-43fa-be31-95cf0841a255","userId":"9fbad5cc-e4f8-4174-a3d9-adab56f7c757","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
9fdcfeeb-d4b2-4e85-9f10-610dabdc1a4d	{"id":"9fdcfeeb-d4b2-4e85-9f10-610dabdc1a4d","userId":"772e14d1-6902-4913-85dd-abd82fa510ba","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
d06918fe-a9ac-414e-b44f-e007a110112d	{"id":"d06918fe-a9ac-414e-b44f-e007a110112d","userId":"2b810a19-d8ea-457d-a154-a6db1fafe349","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
dcf26628-28a2-4b68-80da-43d84a5f0a06	{"id":"dcf26628-28a2-4b68-80da-43d84a5f0a06","userId":"bb695ba1-2694-4c45-bfbf-5128b789c217","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
a81f42f5-ce5f-4218-af78-13dd6533a55d	{"id":"a81f42f5-ce5f-4218-af78-13dd6533a55d","userId":"8e33ee0d-821d-4a25-a3b3-d460a35f8499","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
9501a84c-03fc-42c3-8bee-d5725a85037e	{"id":"9501a84c-03fc-42c3-8bee-d5725a85037e","userId":"93cdacbf-cc14-401e-b3ae-faa6f39dc354","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
f17ce552-cc4c-4bc0-a91f-83ac7e60a65d	{"id":"f17ce552-cc4c-4bc0-a91f-83ac7e60a65d","userId":"427823b1-1b7e-4cbc-a262-4e3564e525d0","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
3826dc6a-0542-4eed-aedb-06315704f774	{"id":"3826dc6a-0542-4eed-aedb-06315704f774","userId":"5016d1e7-089d-4a0b-baeb-3357b3f3e058","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
3d4eb486-ed22-411d-8c47-16efd06dfb13	{"id":"3d4eb486-ed22-411d-8c47-16efd06dfb13","userId":"aa3e0e01-3547-484c-9bd8-7d07098873d0","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
d0388fee-d534-4941-a62a-bb251ca39077	{"id":"d0388fee-d534-4941-a62a-bb251ca39077","userId":"d738f1e3-9f4c-415f-a0a0-1b520be2dbb8","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
02a715ed-c3bb-483b-850c-1a2a60a2bf91	{"id":"02a715ed-c3bb-483b-850c-1a2a60a2bf91","userId":"a59284e5-afe3-4ace-ac5b-b28dd069b6f8","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
93ef9d89-7450-4226-b434-7d91de8b8a56	{"id":"93ef9d89-7450-4226-b434-7d91de8b8a56","userId":"c9eaa66e-30de-4ffb-88e7-88c6529bf3af","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
a458d215-d0a9-48dc-8529-141216a32952	{"id":"a458d215-d0a9-48dc-8529-141216a32952","userId":"c358d516-753f-4beb-a238-f18edb2627b5","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
e0569392-8031-4671-887b-ca1072a6eca5	{"id":"e0569392-8031-4671-887b-ca1072a6eca5","userId":"e70376ab-0e24-4d79-9c45-1d3c462676dc","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
4a747d76-5316-4ab3-870d-7ef04c3ce5d5	{"id":"4a747d76-5316-4ab3-870d-7ef04c3ce5d5","userId":"ab4e6149-431a-4301-8da2-3c44ef727ae1","permissions":["login.all","inventory-storage.material-types.collection.get","inventory.items.collection.get","inventory-storage.loan-types.collection.get","usergroups.collection.get","users.collection.get","configuration.entries.collection.get","users.item.get","inventory.items.item.get","perms.permissions.get","perms.users.get","addresstypes.collection.get","circulation-storage.requests.collection.get","module.users.enabled","module.items.enabled","module.requests.enabled","module.checkin.enabled","module.checkout.enabled","module.scan.enabled","module.instances.enabled"]}
